,,,,,,,,,,,,inference_time,inference_time,inference_time
0,0,1,1,1,1,1,0,0,0,0,0,123.7221758,228.2039814,105.6568339
0,0,1,1,1,1,1,0,0,0,0,1,123.6237807,229.3885205,104.7013118
0,0,1,1,1,1,1,0,0,0,1,0,123.5534739,237.1158886,105.3166037
0,0,1,1,1,1,1,0,0,0,1,1,123.3409321,233.8887434,105.6754944
0,0,1,1,1,1,1,0,0,1,0,0,48.19020796,230.1870747,105.7298212
0,0,1,1,1,1,1,0,0,1,0,1,123.398083,234.8320353,105.0536649
0,0,1,1,1,1,1,0,0,1,1,0,123.7141891,241.3233395,104.4970226
0,0,1,1,1,1,1,0,0,1,1,1,123.678359,233.9626691,104.6075695
0,0,1,1,1,1,1,0,1,0,0,0,123.1463726,235.3792574,105.0626018
0,0,1,1,1,1,1,0,1,0,0,1,123.2600698,234.5970342,106.0003526
0,0,1,1,1,1,1,0,1,0,1,0,122.9926064,237.6348999,104.8126276
0,0,1,1,1,1,1,0,1,0,1,1,123.5696101,234.3461165,104.7792251
0,0,1,1,1,1,1,0,1,1,0,0,122.5569706,230.9174204,104.8377497
0,0,1,1,1,1,1,0,1,1,0,1,123.5478771,234.5418293,105.2016647
0,0,1,1,1,1,1,0,1,1,1,0,122.6648045,231.27949,105.5956941
0,0,1,1,1,1,1,0,1,1,1,1,122.3440928,233.4412229,105.1290042
0,0,1,1,1,1,1,1,0,0,0,0,123.6809602,234.2906346,105.2308681
0,0,1,1,1,1,1,1,0,0,0,1,123.5884326,235.136977,104.1790829
0,0,1,1,1,1,1,1,0,0,1,0,123.4256501,235.7799566,34.37688708
0,0,1,1,1,1,1,1,0,0,1,1,123.422682,157.4365964,105.6286581
0,0,1,1,1,1,1,1,0,1,0,0,123.210228,234.9522922,105.8266685
0,0,1,1,1,1,1,1,0,1,0,1,122.9572761,234.4604104,105.3612399
0,0,1,1,1,1,1,1,0,1,1,0,122.6712751,233.6291962,104.8304751
0,0,1,1,1,1,1,1,0,1,1,1,122.7809808,237.4268279,105.4498115
0,0,1,1,1,1,1,1,1,0,0,0,122.9849989,237.4780436,105.096158
0,0,1,1,1,1,1,1,1,0,0,1,122.8770907,235.4152792,105.2615409
0,0,1,1,1,1,1,1,1,0,1,0,122.7076299,36.79498649,104.7794642
0,0,1,1,1,1,1,1,1,0,1,1,122.841424,233.8718872,105.1882272
0,0,1,1,1,1,1,1,1,1,0,0,122.4524386,234.3688381,105.7605336
0,0,1,1,1,1,1,1,1,1,0,1,123.5519836,234.2977648,105.2780652
0,0,1,1,1,1,1,1,1,1,1,0,123.788569,234.3532867,104.7508574
0,0,1,1,1,1,1,1,1,1,1,1,123.4981983,233.612308,93.1428051
0,1,0,0,0,0,0,0,0,0,0,0,25.61335588,48.86604452,31.59124875
0,1,0,0,0,0,0,0,0,0,0,1,25.52241421,48.63340807,31.14133501
0,1,0,0,0,0,0,0,0,0,1,0,25.59584332,50.20402145,31.20878291
0,1,0,0,0,0,0,0,0,0,1,1,25.64727736,49.70839071,30.92893291
0,1,0,0,0,0,0,0,0,1,0,0,25.51559758,48.89197135,31.10121393
0,1,0,0,0,0,0,0,0,1,0,1,25.48200488,49.96308732,31.19596672
0,1,0,0,0,0,0,0,0,1,1,0,25.49646497,48.76388717,30.8249898
0,1,0,0,0,0,0,0,0,1,1,1,25.49489498,49.48301291,31.55118871
0,1,0,0,0,0,0,0,1,0,0,0,25.53979635,50.09024858,31.17901087
0,1,0,0,0,0,0,0,1,0,0,1,25.56747913,48.77686501,31.54764581
0,1,0,0,0,0,0,0,1,0,1,0,25.36458015,48.81078339,31.265836
0,1,0,0,0,0,0,0,1,0,1,1,25.55267859,49.45607877,31.28336477
0,1,0,0,0,0,0,0,1,1,0,0,25.67840672,49.41608548,31.51541591
0,1,0,0,0,0,0,0,1,1,0,1,3.795217276,49.96180201,31.27885079
0,1,0,0,0,0,0,0,1,1,1,0,25.5222671,49.2690177,31.79462552
0,1,0,0,0,0,0,0,1,1,1,1,25.54488039,50.20966697,31.59667158
0,1,0,0,0,0,0,1,0,0,0,0,25.62792134,49.82876921,31.37814999
0,1,0,0,0,0,0,1,0,0,0,1,25.48553538,49.02776051,30.88993979
0,1,0,0,0,0,0,1,0,0,1,0,25.47399998,48.52553296,31.81693292
0,1,0,0,0,0,0,1,0,0,1,1,25.48596358,49.27144742,31.52808237
0,1,0,0,0,0,0,1,0,1,0,0,25.35945845,48.89242363,31.80507112
0,1,0,0,0,0,0,1,0,1,0,1,25.43255448,49.18259931,31.63441372
0,1,0,0,0,0,0,1,0,1,1,0,25.55570745,48.55838609,31.26027584
0,1,0,0,0,0,0,1,0,1,1,1,25.54834366,49.15851092,31.2438426
0,1,0,0,0,0,0,1,1,0,0,0,25.41981506,48.82835174,31.11776829
0,1,0,0,0,0,0,1,1,0,0,1,25.56272507,49.30107021,31.58561087
0,1,0,0,0,0,0,1,1,0,1,0,25.48103619,49.39369893,4.004505873
0,1,0,0,0,0,0,1,1,0,1,1,25.51044559,48.73949528,31.44784355
0,1,0,0,0,0,0,1,1,1,0,0,25.53356791,59.56803298,31.43167281
0,1,0,0,0,0,0,1,1,1,0,1,25.54754305,49.83957958,31.38604069
0,1,0,0,0,0,0,1,1,1,1,0,25.41377425,49.68917012,31.09215951
0,1,0,0,0,0,0,1,1,1,1,1,25.50789595,48.88930035,31.30291224
0,1,0,0,0,0,1,0,0,0,0,0,26.43532586,51.60336947,32.45690608
0,1,0,0,0,0,1,0,0,0,0,1,26.49482274,51.78444481,33.15075469
0,1,0,0,0,0,1,0,0,0,1,0,26.35568166,52.00315356,33.13802361
0,1,0,0,0,0,1,0,0,0,1,1,26.48032713,51.60235953,33.58469677
0,1,0,0,0,0,1,0,0,1,0,0,26.69128442,50.94791627,33.09726787
0,1,0,0,0,0,1,0,0,1,0,1,26.57198858,50.87388158,33.7968936
0,1,0,0,0,0,1,0,0,1,1,0,26.61990142,51.65418983,32.93125939
0,1,0,0,0,0,1,0,0,1,1,1,26.49897242,51.56453538,33.47677302
0,1,0,0,0,0,1,0,1,0,0,0,26.56216168,51.22666597,32.67859745
0,1,0,0,0,0,1,0,1,0,0,1,26.37512898,50.89030743,32.97224617
0,1,0,0,0,0,1,0,1,0,1,0,26.44011998,51.50822473,32.30596304
0,1,0,0,0,0,1,0,1,0,1,1,26.62042451,51.30216885,32.82080698
0,1,0,0,0,0,1,0,1,1,0,0,26.58266497,51.05457711,32.33399272
0,1,0,0,0,0,1,0,1,1,0,1,26.3861115,51.18590474,32.58168817
0,1,0,0,0,0,1,0,1,1,1,0,26.43127489,51.24276066,32.95373249
0,1,0,0,0,0,1,0,1,1,1,1,26.38411021,50.68924189,33.01112747
0,1,0,0,0,0,1,1,0,0,0,0,12.54285169,50.78625274,33.31012201
0,1,0,0,0,0,1,1,0,0,0,1,26.46982145,51.28225398,33.32004309
0,1,0,0,0,0,1,1,0,0,1,0,26.56117868,50.9706254,33.20942831
0,1,0,0,0,0,1,1,0,0,1,1,26.45596147,51.14223337,33.42462254
0,1,0,0,0,0,1,1,0,1,0,0,26.55246711,51.06808972,33.02843332
0,1,0,0,0,0,1,1,0,1,0,1,26.50780559,51.52185965,32.85631919
0,1,0,0,0,0,1,1,0,1,1,0,26.41763091,50.80863595,24.1101234
0,1,0,0,0,0,1,1,0,1,1,1,26.50384116,50.84946203,33.28207922
0,1,0,0,0,0,1,1,1,0,0,0,26.43764853,51.50667906,33.07179499
0,1,0,0,0,0,1,1,1,0,0,1,26.67718959,51.44932938,32.56509781
0,1,0,0,0,0,1,1,1,0,1,0,26.4788487,50.95091796,32.61163712
0,1,0,0,0,0,1,1,1,0,1,1,26.55798459,50.83155227,33.14020705
0,1,0,0,0,0,1,1,1,1,0,0,26.62121367,50.85960555,32.83054638
0,1,0,0,0,0,1,1,1,1,0,1,26.58324456,50.8352077,32.88631487
0,1,0,0,0,0,1,1,1,1,1,0,26.53969955,51.14119816,33.10247254
0,1,0,0,0,0,1,1,1,1,1,1,26.276088,51.54462576,32.55631566
0,1,0,0,0,1,0,0,0,0,0,0,42.724437,83.88018227,46.30436182
0,1,0,0,0,1,0,0,0,0,0,1,42.86688852,82.51553059,47.43278503
0,1,0,0,0,1,0,0,0,0,1,0,42.97031569,83.53926158,46.80309486
0,1,0,0,0,1,0,0,0,0,1,1,43.08116555,83.1898818,47.01782346
0,1,0,0,0,1,0,0,0,1,0,0,43.0697186,4.556052446,47.41224551
0,1,0,0,0,1,0,0,0,1,0,1,43.00572348,82.84486747,47.59750247
0,1,0,0,0,1,0,0,0,1,1,0,43.11365271,82.88634658,46.29700971
0,1,0,0,0,1,0,0,0,1,1,1,43.03424001,82.82945943,46.90156007
0,1,0,0,0,1,0,0,1,0,0,0,43.03385353,83.3002069,47.0206387
0,1,0,0,0,1,0,0,1,0,0,1,43.04104137,83.90736055,46.82815695
0,1,0,0,0,1,0,0,1,0,1,0,43.07110453,82.91824365,46.79831338
0,1,0,0,0,1,0,0,1,0,1,1,4.448462009,84.49192214,46.38792515
0,1,0,0,0,1,0,0,1,1,0,0,43.21675444,84.39279318,10.74620509
0,1,0,0,0,1,0,0,1,1,0,1,43.0954051,83.84886289,47.00580263
0,1,0,0,0,1,0,0,1,1,1,0,43.07833958,82.79172516,46.85933018
0,1,0,0,0,1,0,0,1,1,1,1,43.1547668,82.56416941,46.89155889
0,1,0,0,0,1,0,1,0,0,0,0,42.94137096,83.6925962,46.93407941
0,1,0,0,0,1,0,1,0,0,0,1,43.0434854,82.6494441,46.16049004
0,1,0,0,0,1,0,1,0,0,1,0,43.14038587,83.66374826,46.86075354
0,1,0,0,0,1,0,1,0,0,1,1,43.05225992,84.096102,46.82212305
0,1,0,0,0,1,0,1,0,1,0,0,43.20896268,83.27579713,47.05334044
0,1,0,0,0,1,0,1,0,1,0,1,43.10205889,83.4441154,46.91932702
0,1,0,0,0,1,0,1,0,1,1,0,43.11551118,82.97168875,46.64147782
0,1,0,0,0,1,0,1,0,1,1,1,43.13240218,84.0805583,47.11233068
0,1,0,0,0,1,0,1,1,0,0,0,43.07679391,5.137742996,46.64127231
0,1,0,0,0,1,0,1,1,0,0,1,43.07939625,83.57048512,46.21084166
0,1,0,0,0,1,0,1,1,0,1,0,43.15166569,83.15631437,46.53932333
0,1,0,0,0,1,0,1,1,0,1,1,43.13071847,83.28212905,46.96671796
0,1,0,0,0,1,0,1,1,1,0,0,43.20371795,83.8797791,46.71608329
0,1,0,0,0,1,0,1,1,1,0,1,43.24077916,83.42746806,46.56703305
0,1,0,0,0,1,0,1,1,1,1,0,43.01874089,83.17309809,47.08552456
0,1,0,0,0,1,0,1,1,1,1,1,43.11845422,83.80559182,46.90852523
0,1,0,0,0,1,1,0,0,0,0,0,49.83123326,95.58040667,51.79425144
0,1,0,0,0,1,1,0,0,0,0,1,50.13406658,96.01712656,52.26838279
0,1,0,0,0,1,1,0,0,0,1,0,49.99021649,97.87666464,51.41491127
0,1,0,0,0,1,1,0,0,0,1,1,49.97837806,95.56097245,51.84078145
0,1,0,0,0,1,1,0,0,1,0,0,49.91261005,96.42317843,51.09100509
0,1,0,0,0,1,1,0,0,1,0,1,49.96340132,95.78033805,51.98758888
0,1,0,0,0,1,1,0,0,1,1,0,49.95610738,98.00246549,51.57997251
0,1,0,0,0,1,1,0,0,1,1,1,50.11802506,94.71187735,52.01056361
0,1,0,0,0,1,1,0,1,0,0,0,49.93873477,96.03392911,51.55203032
0,1,0,0,0,1,1,0,1,0,0,1,50.15956497,106.3105793,51.2570014
0,1,0,0,0,1,1,0,1,0,1,0,49.95488167,4.624212503,51.55169225
0,1,0,0,0,1,1,0,1,0,1,1,50.10270095,107.000962,51.1337204
0,1,0,0,0,1,1,0,1,1,0,0,49.75700355,96.49387932,51.39499331
0,1,0,0,0,1,1,0,1,1,0,1,49.88657045,96.22893095,51.99555111
0,1,0,0,0,1,1,0,1,1,1,0,50.01726031,96.02433157,52.05931425
0,1,0,0,0,1,1,0,1,1,1,1,49.8756516,96.98882723,52.11224079
0,1,0,0,0,1,1,1,0,0,0,0,50.11738205,95.63627791,51.85799193
0,1,0,0,0,1,1,1,0,0,0,1,50.03513741,95.75994706,51.51756358
0,1,0,0,0,1,1,1,0,0,1,0,50.08618236,96.74834275,28.38875771
0,1,0,0,0,1,1,1,0,0,1,1,50.13653398,96.27914047,51.52811503
0,1,0,0,0,1,1,1,0,1,0,0,50.1464529,95.75884247,51.31164837
0,1,0,0,0,1,1,1,0,1,0,1,49.9580369,93.74728656,51.89149117
0,1,0,0,0,1,1,1,0,1,1,0,50.01700807,97.6075182,51.42767406
0,1,0,0,0,1,1,1,0,1,1,1,50.09393692,95.52093029,51.91550946
0,1,0,0,0,1,1,1,1,0,0,0,50.02286077,97.54156041,52.20827365
0,1,0,0,0,1,1,1,1,0,0,1,50.05967569,95.89621162,51.9673934
0,1,0,0,0,1,1,1,1,0,1,0,50.10147929,93.73956156,51.70173073
0,1,0,0,0,1,1,1,1,0,1,1,50.06787705,92.98662496,51.37302685
0,1,0,0,0,1,1,1,1,1,0,0,49.94050193,96.838238,51.63825321
0,1,0,0,0,1,1,1,1,1,0,1,49.9939723,95.72294092,51.50899386
0,1,0,0,0,1,1,1,1,1,1,0,49.92760539,96.12620997,51.71099424
0,1,0,0,0,1,1,1,1,1,1,1,50.05910063,95.62550521,52.1140027
0,1,0,0,1,0,0,0,0,0,0,0,37.99446988,72.63094068,45.50662231
0,1,0,0,1,0,0,0,0,0,0,1,38.02165842,73.60143018,45.9812541
0,1,0,0,1,0,0,0,0,0,1,0,37.91399193,72.50823188,46.12805939
0,1,0,0,1,0,0,0,0,0,1,1,37.97558808,71.99261165,46.00816965
0,1,0,0,1,0,0,0,0,1,0,0,37.95339704,72.74081516,45.87029481
0,1,0,0,1,0,0,0,0,1,0,1,37.91374993,72.23360229,46.54420877
0,1,0,0,1,0,0,0,0,1,1,0,37.80372405,72.3904624,45.59179139
0,1,0,0,1,0,0,0,0,1,1,1,37.86602569,72.46283817,46.06869936
0,1,0,0,1,0,0,0,1,0,0,0,37.99251127,73.1789403,45.56283307
0,1,0,0,1,0,0,0,1,0,0,1,37.97114396,72.12818003,45.70228863
0,1,0,0,1,0,0,0,1,0,1,0,37.91930389,72.5460391,45.21102095
0,1,0,0,1,0,0,0,1,0,1,1,37.88912892,72.45643878,46.12306809
0,1,0,0,1,0,0,0,1,1,0,0,37.98655033,72.99266791,46.3537848
0,1,0,0,1,0,0,0,1,1,0,1,37.92607689,73.28419971,46.52692938
0,1,0,0,1,0,0,0,1,1,1,0,38.00869489,73.55009294,46.77627063
0,1,0,0,1,0,0,0,1,1,1,1,38.03428674,73.01371741,45.62806535
0,1,0,0,1,0,0,1,0,0,0,0,37.92385077,73.53161955,45.99644017
0,1,0,0,1,0,0,1,0,0,0,1,46.48992157,72.34912968,45.23404217
0,1,0,0,1,0,0,1,0,0,1,0,37.90872049,72.27369738,46.13322616
0,1,0,0,1,0,0,1,0,0,1,1,37.86221313,72.42221951,46.27789235
0,1,0,0,1,0,0,1,0,1,0,0,37.84132028,72.19940615,46.74986076
0,1,0,0,1,0,0,1,0,1,0,1,37.92706728,72.48419976,45.26493835
0,1,0,0,1,0,0,1,0,1,1,0,37.83096099,72.06440496,45.75192404
0,1,0,0,1,0,0,1,0,1,1,1,37.99893856,73.26217604,46.15916753
0,1,0,0,1,0,0,1,1,0,0,0,38.08130407,71.90414286,28.8922925
0,1,0,0,1,0,0,1,1,0,0,1,37.83602476,71.85864067,45.73983598
0,1,0,0,1,0,0,1,1,0,1,0,37.8318181,72.47147799,45.90898848
0,1,0,0,1,0,0,1,1,0,1,1,38.04397368,143.3394628,45.51006055
0,1,0,0,1,0,0,1,1,1,0,0,38.09167719,73.46974587,45.51257086
0,1,0,0,1,0,0,1,1,1,0,1,37.78375077,73.03936052,46.52090669
0,1,0,0,1,0,0,1,1,1,1,0,38.03832841,71.16482377,45.81443453
0,1,0,0,1,0,0,1,1,1,1,1,24.23634529,72.82631826,46.07770848
0,1,0,0,1,0,1,0,0,0,0,0,38.91968107,74.55203795,47.58325076
0,1,0,0,1,0,1,0,0,0,0,1,39.05354166,75.02497077,47.90145731
0,1,0,0,1,0,1,0,0,0,1,0,38.81748557,74.18288803,48.48772812
0,1,0,0,1,0,1,0,0,0,1,1,38.93888187,74.11054826,47.71830678
0,1,0,0,1,0,1,0,0,1,0,0,38.86602068,74.80093241,47.58176422
0,1,0,0,1,0,1,0,0,1,0,1,39.05744934,3.397134542,47.06560826
0,1,0,0,1,0,1,0,0,1,1,0,38.96053529,73.56639862,47.96606803
0,1,0,0,1,0,1,0,0,1,1,1,39.02627635,74.00342536,48.05107045
0,1,0,0,1,0,1,0,1,0,0,0,38.88661599,74.03156543,47.57406211
0,1,0,0,1,0,1,0,1,0,0,1,38.88878012,74.33344984,47.55775213
0,1,0,0,1,0,1,0,1,0,1,0,38.8974185,75.23496318,47.6115942
0,1,0,0,1,0,1,0,1,0,1,1,38.95033669,74.44699812,47.49840379
0,1,0,0,1,0,1,0,1,1,0,0,38.79859734,74.57768464,47.36227202
0,1,0,0,1,0,1,0,1,1,0,1,39.00281644,74.26233602,47.24061823
0,1,0,0,1,0,1,0,1,1,1,0,38.82962966,74.42512321,47.19948196
0,1,0,0,1,0,1,0,1,1,1,1,38.93212485,73.95980573,47.98329329
0,1,0,0,1,0,1,1,0,0,0,0,38.98974395,74.41860294,47.78770208
0,1,0,0,1,0,1,1,0,0,0,1,38.92074871,74.96841407,48.41827178
0,1,0,0,1,0,1,1,0,0,1,0,38.92949557,74.89370775,47.56630278
0,1,0,0,1,0,1,1,0,0,1,1,38.89546084,74.34571695,47.7209034
0,1,0,0,1,0,1,1,0,1,0,0,38.97533154,74.74083877,47.85169768
0,1,0,0,1,0,1,1,0,1,0,1,38.90835524,74.11569095,48.14131784
0,1,0,0,1,0,1,1,0,1,1,0,39.00999498,74.14043164,47.29280972
0,1,0,0,1,0,1,1,0,1,1,1,38.90488219,74.24391484,46.71474791
0,1,0,0,1,0,1,1,1,0,0,0,39.03606367,74.06412673,47.43963099
0,1,0,0,1,0,1,1,1,0,0,1,39.03573895,74.01045561,47.58964801
0,1,0,0,1,0,1,1,1,0,1,0,38.9626863,74.61007524,47.72405457
0,1,0,0,1,0,1,1,1,0,1,1,38.94270158,75.02235627,47.77106833
0,1,0,0,1,0,1,1,1,1,0,0,38.90141892,74.57872248,47.86455297
0,1,0,0,1,0,1,1,1,1,0,1,38.98072982,74.56515241,14.05404162
0,1,0,0,1,0,1,1,1,1,1,0,38.87934661,74.06626916,48.40116739
0,1,0,0,1,0,1,1,1,1,1,1,39.01372409,74.84617352,48.46743369
0,1,0,0,1,1,0,0,0,0,0,0,55.44715786,106.1671345,60.98463559
0,1,0,0,1,1,0,0,0,0,0,1,55.57208323,106.4809015,61.22046089
0,1,0,0,1,1,0,0,0,0,1,0,55.2784729,107.4477036,61.42665458
0,1,0,0,1,1,0,0,0,0,1,1,55.09707451,107.3741968,60.8516531
0,1,0,0,1,1,0,0,0,1,0,0,55.37698746,106.7294095,60.59735489
0,1,0,0,1,1,0,0,0,1,0,1,55.2189374,107.5047696,60.46420574
0,1,0,0,1,1,0,0,0,1,1,0,55.40009475,107.7201281,60.87559247
0,1,0,0,1,1,0,0,0,1,1,1,55.36044693,106.1580985,60.60457778
0,1,0,0,1,1,0,0,1,0,0,0,55.34476709,106.0114303,60.95355678
0,1,0,0,1,1,0,0,1,0,0,1,55.46125913,107.8705184,60.7904036
0,1,0,0,1,1,0,0,1,0,1,0,55.45585442,108.0389569,13.0253489
0,1,0,0,1,1,0,0,1,0,1,1,55.3639462,106.4056072,60.86291385
0,1,0,0,1,1,0,0,1,1,0,0,55.50183749,108.2851188,59.95256615
0,1,0,0,1,1,0,0,1,1,0,1,55.44507027,107.8104737,60.65641785
0,1,0,0,1,1,0,0,1,1,1,0,55.49725962,108.0193076,60.92441177
0,1,0,0,1,1,0,0,1,1,1,1,55.40980744,106.4384043,60.95606947
0,1,0,0,1,1,0,1,0,0,0,0,55.56046772,108.0478568,61.23025203
0,1,0,0,1,1,0,1,0,0,0,1,55.33069253,108.2632811,60.23764563
0,1,0,0,1,1,0,1,0,0,1,0,55.27390766,106.5446239,60.75823545
0,1,0,0,1,1,0,1,0,0,1,1,55.36577582,108.1493912,61.73938131
0,1,0,0,1,1,0,1,0,1,0,0,55.60709333,106.2229271,61.05728316
0,1,0,0,1,1,0,1,0,1,0,1,55.42072153,106.4069049,60.75759602
0,1,0,0,1,1,0,1,0,1,1,0,55.28000712,24.13079858,60.48378682
0,1,0,0,1,1,0,1,0,1,1,1,55.42340684,106.6263888,61.43454146
0,1,0,0,1,1,0,1,1,0,0,0,55.3571763,106.8616004,60.59451294
0,1,0,0,1,1,0,1,1,0,0,1,55.46610141,106.3714795,61.33514071
0,1,0,0,1,1,0,1,1,0,1,0,55.50959802,105.8580785,6.647530794
0,1,0,0,1,1,0,1,1,0,1,1,55.49871755,106.2381449,61.22977471
0,1,0,0,1,1,0,1,1,1,0,0,55.49614668,111.5134449,61.04898119
0,1,0,0,1,1,0,1,1,1,0,1,55.40271568,106.946934,61.1827116
0,1,0,0,1,1,0,1,1,1,1,0,55.5128684,106.1985023,61.5157485
0,1,0,0,1,1,0,1,1,1,1,1,55.44133711,105.7889893,61.29547596
0,1,0,0,1,1,1,0,0,0,0,0,62.44900465,120.4014506,66.29928827
0,1,0,0,1,1,1,0,0,0,0,1,62.23212862,119.048358,66.90438795
0,1,0,0,1,1,1,0,0,0,1,0,62.488832,119.7487121,65.77241516
0,1,0,0,1,1,1,0,0,0,1,1,62.4444418,119.07425,67.06922245
0,1,0,0,1,1,1,0,0,1,0,0,62.30778885,119.728368,66.37966871
0,1,0,0,1,1,1,0,0,1,0,1,62.29414463,119.8998232,67.1270535
0,1,0,0,1,1,1,0,0,1,1,0,62.4381721,119.9395907,66.58108497
0,1,0,0,1,1,1,0,0,1,1,1,62.38289857,115.4609442,66.32683063
0,1,0,0,1,1,1,0,1,0,0,0,62.25183225,117.5669248,68.41886067
0,1,0,0,1,1,1,0,1,0,0,1,62.45571375,118.7843583,68.68661761
0,1,0,0,1,1,1,0,1,0,1,0,62.242203,115.3876734,67.81482649
0,1,0,0,1,1,1,0,1,0,1,1,62.29265165,118.1976101,18.39391494
0,1,0,0,1,1,1,0,1,1,0,0,62.27656102,120.6288066,65.74213791
0,1,0,0,1,1,1,0,1,1,0,1,62.32665229,120.4181929,66.47653866
0,1,0,0,1,1,1,0,1,1,1,0,62.47978544,119.9665711,66.25567222
0,1,0,0,1,1,1,0,1,1,1,1,62.26907229,120.6906247,66.86748362
0,1,0,0,1,1,1,1,0,0,0,0,62.54218292,120.1241808,65.73665643
0,1,0,0,1,1,1,1,0,0,0,1,62.38583016,120.6531959,65.86169505
0,1,0,0,1,1,1,1,0,0,1,0,62.51043344,119.2921498,66.26126981
0,1,0,0,1,1,1,1,0,0,1,1,62.47558022,6.94157362,65.11388493
0,1,0,0,1,1,1,1,0,1,0,0,62.44848514,119.576509,65.85838866
0,1,0,0,1,1,1,1,0,1,0,1,62.47816753,118.9450428,66.59010172
0,1,0,0,1,1,1,1,0,1,1,0,52.36950135,119.6536939,66.55473971
0,1,0,0,1,1,1,1,0,1,1,1,62.4733603,119.4411008,65.87620187
0,1,0,0,1,1,1,1,1,0,0,0,62.53358841,119.159936,66.09404731
0,1,0,0,1,1,1,1,1,0,0,1,62.45892859,116.3615816,9.085054159
0,1,0,0,1,1,1,1,1,0,1,0,62.40615225,117.2767072,66.54547572
0,1,0,0,1,1,1,1,1,0,1,1,62.64533567,118.6178081,67.82013345
0,1,0,0,1,1,1,1,1,1,0,0,62.20580387,121.3467259,66.37814546
0,1,0,0,1,1,1,1,1,1,0,1,62.54096317,116.425576,65.59585571
0,1,0,0,1,1,1,1,1,1,1,0,62.48098183,115.3447928,65.78476477
0,1,0,0,1,1,1,1,1,1,1,1,62.41480207,119.4522223,65.45602989
0,1,0,1,0,0,0,0,0,0,0,0,54.71702504,106.522665,56.39893985
0,1,0,1,0,0,0,0,0,0,0,1,54.83375001,4.850322962,56.79705906
0,1,0,1,0,0,0,0,0,0,1,0,54.97800279,101.7083409,56.91706538
0,1,0,1,0,0,0,0,0,0,1,1,54.64629483,102.4561195,56.4475708
0,1,0,1,0,0,0,0,0,1,0,0,55.0146184,105.5371099,56.18301582
0,1,0,1,0,0,0,0,0,1,0,1,54.95148993,106.6365733,56.60932875
0,1,0,1,0,0,0,0,0,1,1,0,55.01762509,105.07428,56.37294531
0,1,0,1,0,0,0,0,0,1,1,1,54.87230229,103.7235322,55.94192719
0,1,0,1,0,0,0,0,1,0,0,0,54.92514467,103.1605639,55.98589158
0,1,0,1,0,0,0,0,1,0,0,1,54.85231614,104.8047385,56.61379266
0,1,0,1,0,0,0,0,1,0,1,0,54.73222256,106.6367652,56.23935914
0,1,0,1,0,0,0,0,1,0,1,1,54.8705554,106.8644679,56.46722126
0,1,0,1,0,0,0,0,1,1,0,0,54.87463021,105.4290822,56.37943435
0,1,0,1,0,0,0,0,1,1,0,1,54.87873793,106.2009118,56.42365956
0,1,0,1,0,0,0,0,1,1,1,0,54.85314298,106.4658966,56.56038976
0,1,0,1,0,0,0,0,1,1,1,1,54.85025668,106.628294,56.60652375
0,1,0,1,0,0,0,1,0,0,0,0,54.79542279,105.2092299,56.48463631
0,1,0,1,0,0,0,1,0,0,0,1,54.78009987,106.2251966,55.90868497
0,1,0,1,0,0,0,1,0,0,1,0,55.17338943,106.2461019,56.68922782
0,1,0,1,0,0,0,1,0,0,1,1,54.91721153,105.7447677,55.69692516
0,1,0,1,0,0,0,1,0,1,0,0,54.88063169,105.1694355,55.97794557
0,1,0,1,0,0,0,1,0,1,0,1,54.84414864,105.7498436,56.18494749
0,1,0,1,0,0,0,1,0,1,1,0,55.04055715,105.7137976,55.75373745
0,1,0,1,0,0,0,1,0,1,1,1,54.81749797,105.7715943,56.01102233
0,1,0,1,0,0,0,1,1,0,0,0,47.63244009,105.3462572,56.19800353
0,1,0,1,0,0,0,1,1,0,0,1,54.7841537,106.5885618,56.81077456
0,1,0,1,0,0,0,1,1,0,1,0,54.90559459,105.3890846,56.8983171
0,1,0,1,0,0,0,1,1,0,1,1,54.85927105,106.6381674,56.44078302
0,1,0,1,0,0,0,1,1,1,0,0,54.93398356,106.4942346,56.27803731
0,1,0,1,0,0,0,1,1,1,0,1,54.75593162,106.1133742,56.20259261
0,1,0,1,0,0,0,1,1,1,1,0,54.85760713,105.8292949,56.32840419
0,1,0,1,0,0,0,1,1,1,1,1,54.85723948,107.0435894,55.94797587
0,1,0,1,0,0,1,0,0,0,0,0,67.48776412,128.9613788,70.94192219
0,1,0,1,0,0,1,0,0,0,0,1,67.16405296,129.1032963,70.90818095
0,1,0,1,0,0,1,0,0,0,1,0,67.32916427,128.7823062,70.59620547
0,1,0,1,0,0,1,0,0,0,1,1,67.28992081,128.8867943,71.08471799
0,1,0,1,0,0,1,0,0,1,0,0,67.30115151,36.03865576,70.42796421
0,1,0,1,0,0,1,0,0,1,0,1,67.33267069,129.4621668,71.5345428
0,1,0,1,0,0,1,0,0,1,1,0,67.30180335,129.6061416,70.96725726
0,1,0,1,0,0,1,0,0,1,1,1,7.335816383,129.8658059,71.08324337
0,1,0,1,0,0,1,0,1,0,0,0,67.19399238,128.5287447,45.75052238
0,1,0,1,0,0,1,0,1,0,0,1,67.25457549,129.0234466,70.84772062
0,1,0,1,0,0,1,0,1,0,1,0,67.29512215,129.4617097,70.74352789
0,1,0,1,0,0,1,0,1,0,1,1,67.31387615,128.493686,70.69188237
0,1,0,1,0,0,1,0,1,1,0,0,67.22493434,130.5667522,71.17615604
