root,opt_useAddressPrecalc,opt_vectorize,simd_avoidUnaligned,data_alignFieldPointers,opt_unroll_interleave,no_explorationId,explorationId,poly_tileSize_x,poly_tileSize_y,poly_tileSize_z,performance,performance,performance,performance
1,0,0,0,0,0,0,3,0,32,16,5636.2,5614.2,5615.6,5591.8
1,0,0,0,0,0,0,4,0,32,16,5640.2,5624,5653.6,5630.4
1,0,0,0,0,0,0,1,8,32,16,9556,9684.4,12274.6,12248.2
1,0,0,0,0,0,0,2,8,32,16,9180.6,9545.8,12037.6,12175.8
1,0,0,0,0,0,0,3,8,32,16,8490.4,8293.4,9082.2,9302.2
1,0,0,0,0,0,0,4,8,32,16,8374.8,8163.4,9372.2,9152
1,0,0,0,0,0,0,1,10,32,16,9078.8,9148.2,9869.4,11781.4
1,0,0,0,0,0,0,2,10,32,16,8763.8,8896.4,9626.2,11611.6
1,0,0,0,0,0,0,3,10,32,16,8075.2,7834.6,8404.8,8888.8
1,0,0,0,0,0,0,4,10,32,16,7916,7705.2,8041,8729.4
1,0,0,0,0,0,0,1,16,32,16,8290.8,8251.4,8491.4,8659
1,0,0,0,0,0,0,2,16,32,16,7925,8251.8,8502.2,8592.6
1,0,0,0,0,0,0,3,16,32,16,7319.8,7202.2,7598.6,7345.2
1,0,0,0,0,0,0,4,16,32,16,7262.2,7133,7455.8,7241.8
1,0,0,0,0,0,0,1,20,32,16,8236.8,8320,8308.8,8514.4
1,0,0,0,0,0,0,2,20,32,16,8076.8,8258,8439,8055.6
1,0,0,0,0,0,0,3,20,32,16,7213.2,7126.2,7381,7207.4
1,0,0,0,0,0,0,4,20,32,16,7132,7060.8,7282.2,7111.2
1,0,0,0,0,0,0,1,32,32,16,8153.4,8373,7825.8,8294.4
1,0,0,0,0,0,0,2,32,32,16,7477.6,8307.8,7739.4,8140.2
1,0,0,0,0,0,0,3,32,32,16,6950.8,6821.6,7045,6885.8
1,0,0,0,0,0,0,4,32,32,16,6849.4,6739.8,6943.4,6789.8
1,0,0,0,0,0,0,1,64,32,16,7913,8148.6,7318.2,7941.6
1,0,0,0,0,0,0,2,64,32,16,7096.2,8043.6,7220.8,7790.2
1,0,0,0,0,0,0,3,64,32,16,6628.2,6585.2,6754.4,6664.4
1,0,0,0,0,0,0,4,64,32,16,6534,6510,6625.6,6580.2
1,0,0,0,0,0,0,1,128,32,16,7039.6,6929,6911.8,6958
1,0,0,0,0,0,0,2,128,32,16,6818,6854.4,6815,6877
1,0,0,0,0,0,0,3,128,32,16,6387,6081,6141.6,6116.4
1,0,0,0,0,0,0,4,128,32,16,6312.4,6035.4,6093.8,6065
1,0,0,0,0,0,0,1,0,64,16,6082.8,6231,6361.2,6328.6
1,0,0,0,0,0,0,2,0,64,16,6065.8,6257.2,6371,6331.4
1,0,0,0,0,0,0,3,0,64,16,5703.8,5675,5663,5640.2
1,0,0,0,0,0,0,4,0,64,16,5724.4,5700.6,5734,5716.6
1,0,0,0,0,0,0,1,8,64,16,8493,8614.4,11066,11177
1,0,0,0,0,0,0,2,8,64,16,8120.8,8440,10906.2,10969.6
1,0,0,0,0,0,0,3,8,64,16,7476.6,7261.2,7981.2,8213.6
1,0,0,0,0,0,0,4,8,64,16,7343.6,7118.2,8279.2,8037.4
1,0,0,0,0,0,0,1,10,64,16,8193.8,8264.4,8997.6,10801
1,0,0,0,0,0,0,2,10,64,16,7937.2,8016.2,8758.8,10619
1,0,0,0,0,0,0,3,10,64,16,7221.8,6986.6,7516,7982
1,0,0,0,0,0,0,4,10,64,16,7089.2,6855.2,7135.4,7810.8
1,0,0,0,0,0,0,1,16,64,16,7739.4,7735.6,8007.6,8151.6
1,0,0,0,0,0,0,2,16,64,16,7358.6,7642.8,7951.4,7992
1,0,0,0,0,0,0,3,16,64,16,6805,6646.6,7017,6755.2
1,0,0,0,0,0,0,4,16,64,16,6697.8,6544.2,6864.8,6652.6
1,0,0,0,0,0,0,1,20,64,16,7777,7867,7854.4,8082.8
1,0,0,0,0,0,0,2,20,64,16,7614.6,7770,7959,7539.6
1,0,0,0,0,0,0,3,20,64,16,6771.2,6652,6889.2,6713.2
1,0,0,0,0,0,0,4,20,64,16,6656.8,6549.2,6759.2,6596.2
1,0,0,0,0,0,0,1,32,64,16,7840.8,8073,7488.8,7989.8
1,0,0,0,0,0,0,2,32,64,16,7086.4,7976.2,7373,7792
1,0,0,0,0,0,0,3,32,64,16,6615,6490,6684.6,6540.4
1,0,0,0,0,0,0,4,32,64,16,6502.4,6385,6552.8,6415
1,0,0,0,0,0,0,1,64,64,16,7929.8,8244.4,7299.6,7976.6
1,0,0,0,0,0,0,2,64,64,16,6925,8003.2,7081.6,7675.6
1,0,0,0,0,0,0,3,64,64,16,6544,6489.8,6605.2,6553.6
1,0,0,0,0,0,0,4,64,64,16,6347,6303.8,6397.6,6350
1,0,0,0,0,0,0,1,128,64,16,7251.6,7159.6,7145.2,7204.6
1,0,0,0,0,0,0,2,128,64,16,6922.4,6980,6943,7003.4
1,0,0,0,0,0,0,3,128,64,16,6601.4,6334.8,6372.4,6341.6
1,0,0,0,0,0,0,4,128,64,16,6451.2,6228.8,6252.6,6236.8
1,0,0,0,0,0,0,1,0,128,16,7632.8,7673.8,7666.2,7661.8
1,0,0,0,0,0,0,2,0,128,16,7635.4,7639.6,7680.4,7776.8
1,0,0,0,0,0,0,3,0,128,16,7375.8,7371,7359.4,7355.4
1,0,0,0,0,0,0,4,0,128,16,7357.4,7370.4,7430.4,7381
1,0,0,0,0,0,0,1,8,128,16,7989.4,8079.8,10542.8,10605
1,0,0,0,0,0,0,2,8,128,16,7617.8,7938,10386.6,10365.6
1,0,0,0,0,0,0,3,8,128,16,6978.2,6760.4,7464.6,7701.2
1,0,0,0,0,0,0,4,8,128,16,6857.2,6628,7785.4,7556.4
1,0,0,0,0,0,0,1,10,128,16,7768.2,7821,8644,10387
1,0,0,0,0,0,0,2,10,128,16,7515.8,7638.2,8362,10176.8
1,0,0,0,0,0,0,3,10,128,16,6806.2,6573.2,7084.2,7542.6
1,0,0,0,0,0,0,4,10,128,16,6735.4,6476,6754,7410
1,0,0,0,0,0,0,1,16,128,16,7493.2,7477.8,7775.6,7904.8
1,0,0,0,0,0,0,2,16,128,16,7087.8,7371.6,7695.8,7734.4
1,0,0,0,0,0,0,3,16,128,16,6566.8,6394,6739.4,6499.2
1,0,0,0,0,0,0,4,16,128,16,6497.6,6326.4,6620.6,6419
1,0,0,0,0,0,0,1,20,128,16,7618.2,7690.6,7680,7898.8
1,0,0,0,0,0,0,2,20,128,16,7435.6,7614.6,7774.4,7327
1,0,0,0,0,0,0,3,20,128,16,6601,6462.2,6662.4,6511.4
1,0,0,0,0,0,0,4,20,128,16,6506.4,6369.6,6549.6,6415.6
1,0,0,0,0,0,0,1,32,128,16,7838,8070.4,7434.8,7979.6
1,0,0,0,0,0,0,2,32,128,16,7015,7929.4,7297.8,7725.6
1,0,0,0,0,0,0,3,32,128,16,6587.2,6422,6586.8,6462.8
1,0,0,0,0,0,0,4,32,128,16,6483,6339,6461.4,6351.6
1,0,0,0,0,0,0,1,64,128,16,8200.8,8558.6,7572.4,8263
1,0,0,0,0,0,0,2,64,128,16,7163,8352.4,7321.6,7956
1,0,0,0,0,0,0,3,64,128,16,6727.2,6633.2,6723.6,6715.4
1,0,0,0,0,0,0,4,64,128,16,6540.8,6457,6525.8,6501.4
1,0,0,0,0,0,0,1,128,128,16,7636.2,7600.8,7557.2,7618.6
1,0,0,0,0,0,0,2,128,128,16,7089.6,7251,7144.2,7254.4
1,0,0,0,0,0,0,3,128,128,16,6898,6645,6703.4,6673.4
1,0,0,0,0,0,0,4,128,128,16,6629.6,6495.8,6521.2,6517.2
1,0,0,0,0,0,0,1,0,0,20,8282.4,8294.4,8258.8,8318
1,0,0,0,0,0,0,2,0,0,20,8264.4,8306.4,8248.8,8326.6
1,0,0,0,0,0,0,3,0,0,20,8106,8078.4,8084,8053.6
1,0,0,0,0,0,0,4,0,0,20,8100.6,8094.2,8149.6,8131.2
1,0,0,0,0,0,0,1,8,0,20,9268.8,9447.8,10288,10337.8
1,0,0,0,0,0,0,2,8,0,20,10486.2,10777.4,10532,10477.8
1,0,0,0,0,0,0,3,8,0,20,8394.8,7960.6,7868,7599.6
1,0,0,0,0,0,0,4,8,0,20,9493,9078.2,8119,8092.2
1,0,0,0,0,0,0,1,10,0,20,9053,9213,9902.8,10236.2
1,0,0,0,0,0,0,2,10,0,20,9507.8,10357.4,10614.8,10492
1,0,0,0,0,0,0,3,10,0,20,8232,7792.2,7819.2,7587
1,0,0,0,0,0,0,4,10,0,20,9174.8,8682.4,8483.4,8100.4
1,0,0,0,0,0,0,1,16,0,20,8772.4,8970,8947.6,9189.4
1,0,0,0,0,0,0,2,16,0,20,9000,9628,9294.4,9670.8
1,0,0,0,0,0,0,3,16,0,20,7797.6,7411.6,7430.4,7427.2
1,0,0,0,0,0,0,4,16,0,20,8224.8,7831.4,7868.4,7832.8
1,0,0,0,0,0,0,1,20,0,20,8747,8950.4,8617.8,9019
1,0,0,0,0,0,0,2,20,0,20,8385.8,9383.4,9148.8,8665.8
1,0,0,0,0,0,0,3,20,0,20,7646.4,7279,7296.6,7280
1,0,0,0,0,0,0,4,20,0,20,7913.4,7521,7591.2,7538.2
1,0,0,0,0,0,0,1,32,0,20,8575.4,8920.6,8062.6,8747.2
1,0,0,0,0,0,0,2,32,0,20,8041.2,9067.6,8138.6,8758.6
1,0,0,0,0,0,0,3,32,0,20,7313.6,7084.2,7116.4,7104.6
1,0,0,0,0,0,0,4,32,0,20,7383,7159,7197.8,7169.8
1,0,0,0,0,0,0,1,64,0,20,9283.6,9549,8884.4,9304.6
1,0,0,0,0,0,0,2,64,0,20,9772.4,10282,10232.2,10177
1,0,0,0,0,0,0,3,64,0,20,7500.6,7467.2,7519,7524.8
1,0,0,0,0,0,0,4,64,0,20,8784.2,8617.8,8347.4,8341.8
1,0,0,0,0,0,0,1,128,0,20,9608,9582.4,9580.2,9572.4
1,0,0,0,0,0,0,2,128,0,20,9945.8,10135.4,10101.8,10094.2
1,0,0,0,0,0,0,3,128,0,20,8979,8939.6,9087.8,9110.2
1,0,0,0,0,0,0,4,128,0,20,9537.2,9486.4,9650.2,9722
1,0,0,0,0,0,0,1,0,8,20,6156,6416.2,6520.4,6382.4
1,0,0,0,0,0,0,2,0,8,20,6164.2,6419,6477.8,6590
1,0,0,0,0,0,0,3,0,8,20,5647.6,5601.2,5631.6,5619.6
1,0,0,0,0,0,0,4,0,8,20,5646.6,5667.4,5704.2,5681
1,0,0,0,0,0,0,1,8,8,20,15977,16381.4,18336.8,18143.2
1,0,0,0,0,0,0,2,8,8,20,15933.2,16160.6,18373.2,18394.2
1,0,0,0,0,0,0,3,8,8,20,14625.8,14415.8,15190,15281.2
1,0,0,0,0,0,0,4,8,8,20,14580.2,14265,15608.4,15325.8
1,0,0,0,0,0,0,1,10,8,20,14277.2,14522.8,15535,16210.8
1,0,0,0,0,0,0,2,10,8,20,14058.6,14450.2,14802.2,16592
1,0,0,0,0,0,0,3,10,8,20,13121.2,12794.2,13376.4,13845.2
1,0,0,0,0,0,0,4,10,8,20,13017.8,12612,13288.4,13761.6
1,0,0,0,0,0,0,1,16,8,20,11496.8,11565.6,12325.6,12155.2
1,0,0,0,0,0,0,2,16,8,20,11444.8,11466,11875.6,12092.2
1,0,0,0,0,0,0,3,16,8,20,10382.4,10245.2,10673.8,10426.4
1,0,0,0,0,0,0,4,16,8,20,10400,10243.2,10610,10376.2
1,0,0,0,0,0,0,1,20,8,20,10838.8,10985.8,11034.8,11385
1,0,0,0,0,0,0,2,20,8,20,10733.4,11028.4,11090.6,10868.2
1,0,0,0,0,0,0,3,20,8,20,9652.8,9600.8,9942.8,9743.2
1,0,0,0,0,0,0,4,20,8,20,9640.8,9515.2,9840.6,9607.6
1,0,0,0,0,0,0,1,32,8,20,9757.8,10008.8,9549.2,10114.6
1,0,0,0,0,0,0,2,32,8,20,9299.2,10009.8,9504.4,10046.4
1,0,0,0,0,0,0,3,32,8,20,8440.2,8346.2,8561.2,8433
1,0,0,0,0,0,0,4,32,8,20,8413.8,8324.8,8565.4,8424.4
1,0,0,0,0,0,0,1,64,8,20,8726.6,9004.4,8237.8,8930
1,0,0,0,0,0,0,2,64,8,20,8137.8,9023,8204,8886
1,0,0,0,0,0,0,3,64,8,20,7287.4,7314.2,7453.4,7400.8
1,0,0,0,0,0,0,4,64,8,20,7263.2,7295,7451.2,7387.8
1,0,0,0,0,0,0,1,128,8,20,7540,7498.4,7298.8,7506
1,0,0,0,0,0,0,2,128,8,20,7377.8,7501.6,7313,7509.8
1,0,0,0,0,0,0,3,128,8,20,6643.4,6369.8,6402.6,6369.6
1,0,0,0,0,0,0,4,128,8,20,6634.2,6361,6409.8,6367.6
1,0,0,0,0,0,0,1,0,10,20,6562.8,6853,7013.6,6849.2
1,0,0,0,0,0,0,2,0,10,20,6564.8,6890,6959.2,6844.4
1,0,0,0,0,0,0,3,0,10,20,5940.6,5898,5916.8,5907.4
1,0,0,0,0,0,0,4,0,10,20,5939,5961.4,6016.2,5985.4
1,0,0,0,0,0,0,1,8,10,20,15141.4,15414.8,17921.4,18010.4
1,0,0,0,0,0,0,2,8,10,20,14797.6,15098.4,17856.4,17856.6
1,0,0,0,0,0,0,3,8,10,20,13715.6,13371.6,14215.4,14421.2
1,0,0,0,0,0,0,4,8,10,20,13549.4,13166.6,14527,14266.4
1,0,0,0,0,0,0,1,10,10,20,13640,13787,15090,16531.4
1,0,0,0,0,0,0,2,10,10,20,13437.8,13688,14298,16441.2
1,0,0,0,0,0,0,3,10,10,20,12296,11987.4,12608.6,13146.2
1,0,0,0,0,0,0,4,10,10,20,12045,11799,12295.2,12973.2
1,0,0,0,0,0,0,1,16,10,20,11453,11373.6,11618.4,11939
1,0,0,0,0,0,0,2,16,10,20,11101.4,11309,11647,11848.6
1,0,0,0,0,0,0,3,16,10,20,10095.4,9922.2,10389.6,10127.6
1,0,0,0,0,0,0,4,16,10,20,10032.2,9864.6,10305.8,10031.6
1,0,0,0,0,0,0,1,20,10,20,10895,11006.8,10891.4,11250.2
1,0,0,0,0,0,0,2,20,10,20,10799.2,11077.2,11101.8,10677.4
1,0,0,0,0,0,0,3,20,10,20,9432,9399.8,9699.2,9511.8
1,0,0,0,0,0,0,4,20,10,20,9409.2,9329.8,9682.4,9618.4
1,0,0,0,0,0,0,1,32,10,20,9982,10293.4,9617,10213.6
1,0,0,0,0,0,0,2,32,10,20,9406.8,10344.4,9601.4,10180.2
1,0,0,0,0,0,0,3,32,10,20,8477.6,8364.4,8629.6,8479.4
1,0,0,0,0,0,0,4,32,10,20,8445.2,8314.6,8596.6,8416.6
1,0,0,0,0,0,0,1,64,10,20,9128.2,9271,8507.8,9224.2
1,0,0,0,0,0,0,2,64,10,20,8397.4,9250.6,8515.2,9220.4
1,0,0,0,0,0,0,3,64,10,20,7495.4,7519.2,7720.6,7639.2
1,0,0,0,0,0,0,4,64,10,20,7471.2,7510.6,7712.6,7622.8
1,0,0,0,0,0,0,1,128,10,20,7840.2,7698.2,7613,7749.6
1,0,0,0,0,0,0,2,128,10,20,7667.6,7704.8,7608.4,7756.2
1,0,0,0,0,0,0,3,128,10,20,6883.4,6503.8,6549.6,6519.6
1,0,0,0,0,0,0,4,128,10,20,6875.4,6500.2,6560.6,6522.2
1,0,0,0,0,0,0,1,0,16,20,6137.6,6326.2,6437.6,6341.2
1,0,0,0,0,0,0,2,0,16,20,6101.4,6376,6442,6353.2
1,0,0,0,0,0,0,3,0,16,20,5662.8,5619.4,5626,5606.6
1,0,0,0,0,0,0,4,0,16,20,5655.4,5653.8,5700.2,5674.8
1,0,0,0,0,0,0,1,8,16,20,11889,11853.8,14491.8,14405.8
1,0,0,0,0,0,0,2,8,16,20,11531.6,11790.8,14440.6,14440.6
1,0,0,0,0,0,0,3,8,16,20,10560.4,10334.8,11190,11328
1,0,0,0,0,0,0,4,8,16,20,10494.4,10306.2,11519.8,11257.8
1,0,0,0,0,0,0,1,10,16,20,10955,10975.6,11776,13569.8
1,0,0,0,0,0,0,2,10,16,20,10652.6,10702.4,11500,13485.4
1,0,0,0,0,0,0,3,10,16,20,9800.8,9528.6,10145.4,10604.6
1,0,0,0,0,0,0,4,10,16,20,9583.2,9417.4,9877,10488.4
1,0,0,0,0,0,0,1,16,16,20,9480.6,9397.8,9615.4,9837.4
1,0,0,0,0,0,0,2,16,16,20,9169.4,9453.2,9675.2,9843.2
1,0,0,0,0,0,0,3,16,16,20,8350.4,8242.6,8696.6,8476.8
1,0,0,0,0,0,0,4,16,16,20,8289.4,8258.6,8640,8409.4
1,0,0,0,0,0,0,1,20,16,20,9180.2,9237.4,9240.4,9466
1,0,0,0,0,0,0,2,20,16,20,9056,9220.2,9402.8,9085.6
1,0,0,0,0,0,0,3,20,16,20,8027.2,7987.6,8284.2,8115.8
1,0,0,0,0,0,0,4,20,16,20,7969.6,7943.8,8237.2,8046.6
1,0,0,0,0,0,0,1,32,16,20,8683.4,8904.2,8385,8862
1,0,0,0,0,0,0,2,32,16,20,8143.4,8977.8,8404,8821.8
1,0,0,0,0,0,0,3,32,16,20,7443.8,7345.6,7595.2,7444.4
1,0,0,0,0,0,0,4,32,16,20,7411,7350.8,7578.6,7416.2
1,0,0,0,0,0,0,1,64,16,20,8178.6,8388.8,7642,8250.2
1,0,0,0,0,0,0,2,64,16,20,7527.6,8413.4,7625.2,8181.8
1,0,0,0,0,0,0,3,64,16,20,6859.8,6848.4,7018.6,6962.8
1,0,0,0,0,0,0,4,64,16,20,6845.4,6849.6,7006,6950.4
1,0,0,0,0,0,0,1,128,16,20,7189.4,7156.8,6948,7157
1,0,0,0,0,0,0,2,128,16,20,6950.8,7124.4,6914.4,7093
1,0,0,0,0,0,0,3,128,16,20,6369.4,6131.4,6181.4,6158.4
1,0,0,0,0,0,0,4,128,16,20,6357.2,6105.4,6166.6,6139
1,0,0,0,0,0,0,1,0,20,20,6097.2,6282,6390,6301.6
1,0,0,0,0,0,0,2,0,20,20,6075.6,6330,6416.2,6332.4
1,0,0,0,0,0,0,3,0,20,20,5661.6,5624.8,5628.8,5600.8
1,0,0,0,0,0,0,4,0,20,20,5657,5649,5682.6,5661.6
1,0,0,0,0,0,0,1,8,20,20,11063.2,11133.2,13668,13631.6
1,0,0,0,0,0,0,2,8,20,20,10635.8,10958.4,13492.8,13564.6
1,0,0,0,0,0,0,3,8,20,20,9776.2,9592,10425.6,10597
1,0,0,0,0,0,0,4,8,20,20,9647.8,9460.6,10678.2,10448.6
1,0,0,0,0,0,0,1,10,20,20,10213.2,10307.2,11511.4,12353
1,0,0,0,0,0,0,2,10,20,20,9920.2,10050.8,10766.6,12791.8
1,0,0,0,0,0,0,3,10,20,20,9090.6,8878.2,9468.8,9953.6
1,0,0,0,0,0,0,4,10,20,20,8957.6,8765,9201.4,9812.4
1,0,0,0,0,0,0,1,16,20,20,9115.2,9070.2,9333.2,9485.4
1,0,0,0,0,0,0,2,16,20,20,8718.2,8970.6,9215.6,9377.8
1,0,0,0,0,0,0,3,16,20,20,7949.8,7894.8,8312.4,8058.6
1,0,0,0,0,0,0,4,16,20,20,7893.4,7827,8192.2,7971
1,0,0,0,0,0,0,1,20,20,20,8842.4,8946,8905.6,9130
1,0,0,0,0,0,0,2,20,20,20,8692.8,8903.2,9045,8704.4
1,0,0,0,0,0,0,3,20,20,20,7676,7648.6,7964.4,7790
1,0,0,0,0,0,0,4,20,20,20,7663.4,7612.8,7912.4,7698.6
1,0,0,0,0,0,0,1,32,20,20,8555.4,8769,8247.4,8678.2
1,0,0,0,0,0,0,2,32,20,20,7935,8728.2,8171.2,8569.8
1,0,0,0,0,0,0,3,32,20,20,7281.2,7160.2,7403.4,7245.4
1,0,0,0,0,0,0,4,32,20,20,7235.2,7121.6,7350.2,7190.2
1,0,0,0,0,0,0,1,64,20,20,8108.8,8324.8,7577.8,8154.4
1,0,0,0,0,0,0,2,64,20,20,7399.4,8294,7493.4,8071.6
1,0,0,0,0,0,0,3,64,20,20,6801.6,6779.2,6951,6870.6
1,0,0,0,0,0,0,4,64,20,20,6776,6747.6,6884.6,6833.6
1,0,0,0,0,0,0,1,128,20,20,7080.2,7015.6,6897,7024.6
1,0,0,0,0,0,0,2,128,20,20,6901.4,6979,6860,6978.6
1,0,0,0,0,0,0,3,128,20,20,6350,6092.6,6146.8,6128
1,0,0,0,0,0,0,4,128,20,20,6313,6051.6,6109.8,6091.2
1,0,0,0,0,0,0,1,0,32,20,6015.8,6186.8,6303.6,6246.4
1,0,0,0,0,0,0,2,0,32,20,5997,6213.2,6336.6,6252.6
1,0,0,0,0,0,0,3,0,32,20,5589.6,5565.8,5563.6,5533.8
1,0,0,0,0,0,0,4,0,32,20,5593.4,5572.4,5615.8,5586.4
1,0,0,0,0,0,0,1,8,32,20,9590.6,9681,12220.2,12265.2
1,0,0,0,0,0,0,2,8,32,20,9190.6,9523.6,12014.6,12134.6
1,0,0,0,0,0,0,3,8,32,20,8492.2,8267.2,9041.8,9276.4
1,0,0,0,0,0,0,4,8,32,20,8367.8,8147.2,9358.8,9114.4
1,0,0,0,0,0,0,1,10,32,20,9075.4,9133,9858,11701.2
1,0,0,0,0,0,0,2,10,32,20,8771.4,8863,9616.6,11587.4
1,0,0,0,0,0,0,3,10,32,20,8059.8,7818.8,8392.2,8873
1,0,0,0,0,0,0,4,10,32,20,7911.6,7688.8,8022.4,8702
1,0,0,0,0,0,0,1,16,32,20,8306,8243.4,8496.8,8644
1,0,0,0,0,0,0,2,16,32,20,7949.4,8222.2,8458,8572.8
1,0,0,0,0,0,0,3,16,32,20,7325.8,7176.4,7577.2,7317.6
1,0,0,0,0,0,0,4,16,32,20,7246.4,7121,7440.6,7214.6
1,0,0,0,0,0,0,1,20,32,20,8232.6,8319.6,8312,8502
1,0,0,0,0,0,0,2,20,32,20,8077,8240.4,8431,8066.6
1,0,0,0,0,0,0,3,20,32,20,7204,7115.8,7355.4,7186.6
1,0,0,0,0,0,0,4,20,32,20,7123.6,7033.8,7257.8,7081.4
1,0,0,0,0,0,0,1,32,32,20,8153,8359.6,7795.4,8283
1,0,0,0,0,0,0,2,32,32,20,7456.6,8298.2,7731.4,8133.8
1,0,0,0,0,0,0,3,32,32,20,6920.6,6792.8,7098.4,6872.4
1,0,0,0,0,0,0,4,32,32,20,6830,6710,6912.4,6754.6
1,0,0,0,0,0,0,1,64,32,20,7898,8125,7308.6,7943.2
1,0,0,0,0,0,0,2,64,32,20,7090,8048.4,7212.2,7780.6
1,0,0,0,0,0,0,3,64,32,20,6604.2,6551.8,6712.2,6634.2
1,0,0,0,0,0,0,4,64,32,20,6507.2,6471.6,6598.8,6550.8
1,0,0,0,0,0,0,1,128,32,20,7066.2,6985.6,6931.8,6991
1,0,0,0,0,0,0,2,128,32,20,6850.2,6907,6848.2,6916.2
1,0,0,0,0,0,0,3,128,32,20,6417.2,6107.6,6162.4,6143.6
1,0,0,0,0,0,0,4,128,32,20,6347.6,6067.6,6112.8,6088.6
1,0,0,0,0,0,0,1,0,64,20,6044.8,6179.8,6307.8,6272.4
1,0,0,0,0,0,0,2,0,64,20,6012,6205.8,6332.4,6288.8
1,0,0,0,0,0,0,3,0,64,20,5639.8,5630.4,5644.4,5592.2
1,0,0,0,0,0,0,4,0,64,20,5631.6,5643.8,5681.8,5664
1,0,0,0,0,0,0,1,8,64,20,8487.4,8621.4,11019.2,11132
1,0,0,0,0,0,0,2,8,64,20,8147.6,8430.4,10898,10943
1,0,0,0,0,0,0,3,8,64,20,7449.6,7240.2,7952.6,8172.4
1,0,0,0,0,0,0,4,8,64,20,7330.6,7098.2,8246.4,7999
1,0,0,0,0,0,0,1,10,64,20,8174.6,8245.2,9034.8,10753.4
1,0,0,0,0,0,0,2,10,64,20,7917.6,8017,8749.8,10642.6
1,0,0,0,0,0,0,3,10,64,20,7197.8,6955.6,7484.8,7942.4
1,0,0,0,0,0,0,4,10,64,20,7066.4,6828.8,7114,7774.2
1,0,0,0,0,0,0,1,16,64,20,7721.2,7707.4,7985.2,8139
1,0,0,0,0,0,0,2,16,64,20,7344,7615.2,7929.4,7989.2
1,0,0,0,0,0,0,3,16,64,20,6775.4,6606.8,6973.4,6720.6
1,0,0,0,0,0,0,4,16,64,20,6673.4,6518,6830.6,6613.6
1,0,0,0,0,0,0,1,20,64,20,7756.8,7850.6,7833.8,8054
1,0,0,0,0,0,0,2,20,64,20,7599.4,7770.2,7936.8,7528
1,0,0,0,0,0,0,3,20,64,20,6744,6625.6,6844.8,6678.2
1,0,0,0,0,0,0,4,20,64,20,6639.8,6513.4,6722.2,6561.6
1,0,0,0,0,0,0,1,32,64,20,7813.6,8040.6,7470.4,7963.2
1,0,0,0,0,0,0,2,32,64,20,7067,7945,7331.4,7771.2
1,0,0,0,0,0,0,3,32,64,20,6586,6447.2,6640.4,6490.8
1,0,0,0,0,0,0,4,32,64,20,6475.2,6350.6,6523.6,6396.8
1,0,0,0,0,0,0,1,64,64,20,7945.8,8281,7306.8,8009.2
1,0,0,0,0,0,0,2,64,64,20,6944,8066,7087.2,7714.8
1,0,0,0,0,0,0,3,64,64,20,6530,6462.6,6575.8,6516.2
1,0,0,0,0,0,0,4,64,64,20,6341.8,6287.8,6375.8,6322
1,0,0,0,0,0,0,1,128,64,20,7245,7167.2,7137.6,7186
1,0,0,0,0,0,0,2,128,64,20,6901.4,6973.2,6926.2,7001
1,0,0,0,0,0,0,3,128,64,20,6609.4,6338.4,6382,6353.8
1,0,0,0,0,0,0,4,128,64,20,6439.4,6227.2,6253.2,6239.4
1,0,0,0,0,0,0,1,0,128,20,7631.8,7625,7652.4,7607.2
1,0,0,0,0,0,0,2,0,128,20,7633,7687.4,7667.8,7654.8
1,0,0,0,0,0,0,3,0,128,20,7364.8,7336.2,7328.2,7318
1,0,0,0,0,0,0,4,0,128,20,7359.6,7350.6,7413.8,7404.2
1,0,0,0,0,0,0,1,8,128,20,7952.4,8049,10469.8,10564.4
1,0,0,0,0,0,0,2,8,128,20,7616,7878.6,10324,10321.4
1,0,0,0,0,0,0,3,8,128,20,6949.6,6725.6,7436,7659.6
1,0,0,0,0,0,0,4,8,128,20,6831.4,6603.4,7759.6,7519.6
1,0,0,0,0,0,0,1,10,128,20,7741.6,7773,8625.4,10312
1,0,0,0,0,0,0,2,10,128,20,7502.4,7591.4,8330,10119.4
1,0,0,0,0,0,0,3,10,128,20,6786,6548.6,7057.4,7513.4
1,0,0,0,0,0,0,4,10,128,20,6722.4,6456.4,6727.4,7393.6
1,0,0,0,0,0,0,1,16,128,20,7478.4,7467.6,7770.6,7897.2
1,0,0,0,0,0,0,2,16,128,20,7102.8,7365,7720.6,7744.8
1,0,0,0,0,0,0,3,16,128,20,6563,6373.6,6708.2,6472.8
1,0,0,0,0,0,0,4,16,128,20,6502.6,6322.6,6612.2,6429.8
1,0,0,0,0,0,0,1,20,128,20,7624,7710.2,7671.6,7913.6
1,0,0,0,0,0,0,2,20,128,20,7437.4,7612.2,7757.8,7354.6
1,0,0,0,0,0,0,3,20,128,20,6593.8,6444.4,6639.8,6499.2
1,0,0,0,0,0,0,4,20,128,20,6526.4,6361.8,6537.6,6402
1,0,0,0,0,0,0,1,32,128,20,7860.6,8100.8,7444.6,7991.2
1,0,0,0,0,0,0,2,32,128,20,7043.8,7968,7307.8,7757
1,0,0,0,0,0,0,3,32,128,20,6588.4,6428.4,6568.8,6467.4
1,0,0,0,0,0,0,4,32,128,20,6501.2,6349.2,6440,6361
1,0,0,0,0,0,0,1,64,128,20,8238,8644.2,7575.8,8317.8
1,0,0,0,0,0,0,2,64,128,20,7180.8,8446.2,7340.2,8011.8
