0,1,2,3,4,5,6,7,8,9,10,11,task0,task1,task2
4,1,2,1000000,1,0,1000,1000,512,10000,5,0,1187.933333,179.9833333,854.6833333
2,10,2,1000000,1,1,1000,1000,512,10000,2,29,1653.841667,104.4416667,296.275
4,10,4,10,1,0,1,10,512,100,5,0,1.25,1.258333333,2.941666667
2,1,4,1000000,10,0,1,10,1024,100,2,29,0,1.916666667,6.058333333
4,10,4,1000000,1,1,1,10,1024,100,2,29,7.233333333,1.266666667,2.791666667
4,10,2,10,10,1,1,10,1024,100,2,0,1.725,3.541666667,13.35833333
4,10,4,10,1,1,1000,10,512,100,2,29,14.425,235.6833333,594.3416667
2,1,4,1000000,1,0,1,1000,1024,10000,2,0,11.63333333,1.125,1.425
4,1,4,1000000,1,1,1,10,512,100,2,29,8.791666667,1.275,2.941666667
4,1,2,1000000,10,0,1000,1000,512,10000,2,29,224.3833333,4026.491667,23439.53333
2,1,4,1000000,10,0,1000,1000,512,10000,2,29,0,1659.066667,10726.24167
2,10,4,10,1,0,1,10,512,100,2,0,1.1,1.108333333,1.708333333
4,1,2,10,1,1,1000,10,1024,100,5,29,93.275,184.6083333,700.9833333
2,10,4,1000000,1,0,1000,10,1024,100,2,0,1437.083333,120.425,252.9
4,10,2,10,10,1,1,10,1024,100,5,0,2.683333333,3.35,13.7
4,10,4,1000000,10,1,1000,10,512,100,2,29,60.19166667,5970.141667,16652.86667
4,1,4,10,10,1,1000,1000,1024,10000,5,29,1628.958333,5170.625,17942.19167
2,1,4,10,10,0,1,10,512,100,5,0,1.516666667,1.941666667,5.641666667
4,1,2,10,10,0,1,10,512,100,5,0,5.1,3.375,14.20833333
4,10,2,10,1,0,1000,1000,1024,10000,5,29,76.175,197.2583333,747.575
2,10,4,10,1,0,1,1000,1024,10000,5,0,1.116666667,1.1,1.591666667
4,1,2,1000000,1,1,1000,10,1024,100,2,29,1521.775,198.7666667,614.9833333
4,10,2,1000000,1,1,1,10,1024,100,2,29,5.55,1.275,3.075
2,1,2,1000000,1,1,1000,1000,512,10000,2,29,505.125,96.00833333,268.7416667
4,1,4,1000000,10,1,1000,10,1024,100,2,0,79.71666667,5050.716667,20941.39167
2,10,2,1000000,1,0,1000,10,512,100,2,29,1275.716667,103.8916667,307.5166667
4,1,4,1000000,1,1,1000,1000,1024,10000,2,29,2757.25,247.6,674.125
2,1,4,1000000,1,0,1000,10,512,100,2,29,56.83333333,121.125,230.2666667
4,10,2,10,1,1,1,10,512,100,5,0,1.25,1.266666667,2.775
4,1,2,10,1,0,1,1000,1024,10000,5,29,1.258333333,1.25,3.05
2,10,4,10,1,0,1,10,1024,100,2,0,1.1,1.1,1.425
2,10,4,1000000,1,1,1000,10,512,100,2,29,1711.266667,114.5166667,254.5416667
2,1,4,1000000,1,1,1000,1000,512,10000,2,29,0,137.4083333,262.0833333
2,1,4,1000000,10,1,1000,10,1024,100,5,0,0,1747.791667,12231.1
4,1,4,1000000,1,1,1000,1000,512,10000,5,0,11113.24167,246.275,708.7083333
4,10,4,1000000,1,0,1,10,1024,100,5,0,18.31666667,1.266666667,2.975
4,10,4,1000000,10,0,1000,1000,512,10000,2,0,51.075,3569.525,20633.09167
4,10,4,10,10,1,1,1000,512,10000,2,29,1.4,4.166666667,12.35833333
4,10,2,1000000,10,1,1,1000,512,10000,5,29,83.26666667,4.941666667,13.05
2,1,4,10,10,1,1,10,512,100,2,0,1.116666667,1.925,5.741666667
4,10,2,1000000,10,1,1000,1000,512,10000,2,0,0,3655.841667,19960.55
2,1,2,10,1,0,1,1000,512,10000,2,0,1.1,1.133333333,1.366666667
2,10,2,1000000,1,0,1000,1000,512,10000,2,0,1150.325,102.35,331.0416667
4,10,4,10,1,0,1000,10,512,100,5,0,50.33333333,246.5666667,689.8666667
2,10,4,1000000,1,1,1,10,512,100,5,29,15.41666667,1.108333333,1.558333333
2,10,4,1000000,1,1,1000,1000,512,10000,2,0,1221.541667,115.675,300.525
2,10,2,10,1,1,1,1000,1024,10000,2,0,1.125,1.108333333,1.433333333
4,1,2,1000000,1,0,1,10,512,100,2,0,5.266666667,1.25,2.758333333
4,10,2,1000000,10,0,1,10,512,100,5,0,90.80833333,3.216666667,13.60833333
4,1,2,1000000,10,0,1,1000,512,10000,2,29,27.39166667,3.175,11.54166667
4,10,4,1000000,1,1,1000,10,1024,100,5,29,611.6666667,211.2,681.2416667
4,10,4,1000000,1,0,1000,1000,1024,10000,5,0,3307.975,258.3916667,655.3
4,10,4,1000000,1,1,1000,1000,512,10000,2,29,259,264.9666667,811.95
2,10,2,10,10,0,1,1000,1024,10000,2,29,1.116666667,1.816666667,5.816666667
4,10,2,1000000,10,1,1000,10,512,100,2,29,121.7166667,4588.541667,23633.41667
4,1,2,10,10,1,1,1000,1024,10000,2,29,1.416666667,3.316666667,13.63333333
4,10,2,10,10,0,1,1000,512,10000,2,29,1.383333333,3.266666667,12.83333333
4,10,2,1000000,10,1,1000,10,512,100,2,0,65.04166667,4224.966667,24685.025
2,1,2,10,1,0,1,1000,1024,10000,5,0,1.1,1.108333333,1.45
2,10,2,10,10,1,1000,1000,1024,10000,5,0,726.5583333,1628.966667,15368.575
2,1,2,1000000,1,0,1,1000,1024,10000,5,0,19.125,1.116666667,1.541666667
4,1,2,10,1,1,1,10,1024,100,5,0,3.691666667,1.25,3.225
2,1,4,1000000,10,0,1000,10,512,100,5,29,0,1778.733333,8748.725
4,10,2,10,1,0,1000,10,512,100,2,29,28.725,184.875,866.6916667
4,1,4,10,1,1,1000,1000,512,10000,2,0,23.23333333,209.3583333,703.075
4,1,2,10,10,1,1000,10,512,100,5,29,1246.408333,3899.558333,21747.54167
2,1,4,10,10,1,1000,1000,512,10000,2,0,247.1666667,1876.466667,11663.51667
2,10,4,10,1,0,1,10,1024,100,5,0,1.1,1.125,1.625
4,1,2,10,1,1,1000,10,512,100,2,29,32.49166667,181.7916667,797.675
2,1,4,1000000,10,1,1000,10,512,100,2,0,0,1828.891667,9341.125
2,10,4,1000000,1,1,1,1000,512,10000,2,29,6.525,1.116666667,1.558333333
2,10,2,10,10,1,1,10,512,100,2,29,1.125,1.791666667,5.283333333
4,1,2,1000000,10,1,1,10,1024,100,2,29,35.975,3.408333333,14.01666667
2,10,2,10,10,0,1000,1000,1024,10000,5,0,717.7083333,1489.558333,15267.18333
4,10,2,1000000,1,1,1000,1000,1024,10000,5,29,2299.483333,189.2,657.65
4,1,2,10,10,1,1000,10,1024,100,5,0,1377.65,4308.75,21011.36667
4,1,4,1000000,1,0,1,10,512,100,2,0,8.65,1.266666667,2.825
2,10,2,10,1,1,1,1000,512,10000,2,29,1.1,1.116666667,1.666666667
4,10,2,1000000,1,1,1000,10,512,100,2,29,456.25,171.35,610.3666667
2,1,2,10,1,0,1000,1000,512,10000,5,29,58.4,102.0583333,288
4,10,2,10,10,0,1,1000,1024,10000,5,0,2.708333333,3.425,13.13333333
2,1,2,10,1,0,1000,1000,1024,10000,2,0,17.725,110.8083333,323.5166667
4,1,4,10,1,0,1000,10,512,100,2,29,19.20833333,212.2666667,807.025
2,10,4,1000000,1,0,1,1000,1024,10000,2,0,6.366666667,1.108333333,1.466666667
4,1,2,1000000,10,1,1,1000,512,10000,2,29,36.99166667,3.425,12.54166667
4,1,2,10,1,0,1000,10,1024,100,5,0,93.1,181.6916667,676.75
4,1,4,10,10,0,1,10,512,100,2,29,1.383333333,4.391666667,11.125
4,1,2,1000000,1,1,1,10,1024,100,2,0,5.391666667,1.25,2.925
2,1,4,1000000,10,0,1,1000,1024,10000,2,29,0,1.875,5.991666667
2,10,4,1000000,10,0,1000,10,512,100,5,29,0,1835.091667,12510.475
2,10,4,10,10,0,1000,10,512,100,2,29,263.05,1866.766667,13835.66667
2,10,4,10,1,1,1,10,512,100,5,29,1.133333333,1.108333333,1.45
4,1,2,10,10,0,1000,10,512,100,5,29,1295.058333,4637.783333,20522.04167
4,10,2,1000000,1,1,1000,10,1024,100,2,29,236.0666667,180.4083333,859.925
2,1,2,10,10,0,1,1000,512,10000,5,0,5.708333333,1.816666667,5.508333333
2,1,2,10,10,0,1,1000,1024,10000,2,29,1.125,2.208333333,5.491666667
4,10,4,1000000,10,1,1000,10,512,100,5,0,0,5392.825,19042
2,10,2,10,10,1,1,10,1024,100,5,0,1.35,1.858333333,5.633333333
4,10,2,1000000,1,1,1,1000,1024,10000,5,0,19.325,1.266666667,2.641666667
4,10,4,10,10,1,1,10,1024,100,5,29,2.783333333,4.383333333,13.79166667
2,10,4,1000000,1,0,1000,1000,512,10000,2,29,1617.066667,120.225,245.4333333
2,1,2,1000000,1,0,1000,1000,1024,10000,5,29,0,103.9083333,348.2166667
4,1,2,1000000,10,1,1000,10,512,100,2,0,187.9,4161.116667,19156.8
2,10,2,10,10,0,1,10,1024,100,2,29,1.108333333,1.841666667,5.55
4,1,4,1000000,10,0,1000,10,1024,100,5,29,0,5041.558333,21083.73333
2,10,2,10,1,1,1000,1000,1024,10000,2,0,16.08333333,107.8416667,283.225
2,1,2,1000000,10,0,1000,10,512,100,5,0,0,1516.891667,17051.025
4,1,4,10,10,0,1,1000,1024,10000,2,0,1.416666667,4.258333333,15.49166667
4,1,4,10,1,0,1,1000,512,10000,5,29,4.108333333,1.283333333,2.958333333
2,1,2,10,10,0,1,10,1024,100,2,29,1.116666667,1.85,6.141666667
2,1,4,10,1,1,1000,10,512,100,5,29,43.15,118.6,259.6916667
4,1,4,10,1,0,1,1000,1024,10000,5,0,1.258333333,1.266666667,3.058333333
2,10,2,10,10,0,1,10,1024,100,5,29,1.366666667,1.791666667,6.175
2,1,4,10,10,0,1,1000,512,10000,2,0,1.116666667,1.908333333,5.475
4,1,2,10,10,0,1,1000,512,10000,5,29,2.525,3.2,13.90833333
2,10,4,1000000,10,1,1,10,512,100,5,29,0,1.925,5.766666667
4,10,4,10,1,0,1,10,512,100,2,0,1.166666667,1.275,2.916666667
2,10,4,10,1,1,1000,1000,512,10000,5,0,43.95833333,115.5583333,256.2416667
4,1,2,1000000,1,1,1,1000,512,10000,2,29,5.291666667,1.275,2.8
2,10,4,1000000,1,0,1000,10,512,100,5,0,524.3333333,121.9166667,252.0833333
4,10,2,1000000,1,1,1,1000,512,10000,2,0,5.875,1.266666667,2.975
2,10,4,1000000,1,0,1,10,512,100,2,29,53.28333333,1.133333333,1.466666667
2,1,2,10,1,1,1000,1000,512,10000,5,29,65.35833333,99.08333333,311.9583333
2,1,4,1000000,1,1,1000,1000,1024,10000,5,29,0,115.9833333,270.8416667
4,10,4,10,10,1,1000,10,512,100,5,29,1527.6,4811.5,18836.525
2,10,4,10,1,0,1000,10,512,100,5,0,37.94166667,122.7833333,287.4416667
4,1,4,1000000,1,0,1000,1000,1024,10000,5,29,2512.216667,306.9916667,661.5583333
2,1,2,1000000,1,0,1,1000,512,10000,5,0,3129.8,1.108333333,1.425
2,1,4,1000000,10,1,1,1000,512,10000,2,29,0,1.983333333,5.808333333
2,10,4,1000000,1,0,1000,1000,1024,10000,5,0,4305.633333,127.4916667,244.9583333
2,10,4,1000000,10,1,1,1000,1024,10000,5,29,0,1.941666667,5.358333333
2,10,2,10,1,0,1,10,1024,100,2,0,1.1,1.116666667,1.433333333
4,10,4,10,10,1,1,10,1024,100,2,29,1.4,4.233333333,15.40833333
2,1,2,10,1,1,1000,10,1024,100,5,29,59.61666667,100.7666667,306.6666667
4,10,4,10,1,0,1,10,1024,100,2,29,1.15,1.258333333,2.825
2,10,2,1000000,1,1,1000,1000,1024,10000,5,29,959.5,97.24166667,241.0416667
4,10,4,1000000,1,0,1,10,512,100,5,29,18.25833333,1.25,3
2,10,2,1000000,1,0,1000,1000,1024,10000,2,29,288.1916667,106.4916667,326.425
2,10,2,10,10,1,1000,1000,512,10000,2,29,267.0916667,1477.541667,16785.05
4,1,4,1000000,1,0,1,1000,512,10000,5,29,116.85,1.258333333,2.65
4,1,4,10,10,0,1,10,512,100,5,0,2.675,4.283333333,16.74166667
2,10,4,10,1,0,1,1000,1024,10000,2,0,1.1,1.1,1.533333333
4,1,4,10,1,0,1000,1000,1024,10000,5,0,93.68333333,252.175,851.7083333
4,1,2,10,10,0,1000,1000,512,10000,5,29,1452.733333,2956.858333,21425.3
2,10,2,1000000,10,1,1000,10,1024,100,2,0,0,1562.25,14297.98333
2,1,2,10,1,0,1000,10,512,100,5,0,89.54166667,98.61666667,281.1666667
2,10,2,1000000,10,0,1000,10,1024,100,5,29,0,1539.741667,18219.76667
4,1,2,10,1,0,1000,10,512,100,5,29,99.66666667,173.3583333,617.8583333
2,1,2,1000000,10,0,1000,10,1024,100,5,0,0,1472.916667,11751.75
4,1,2,10,10,1,1000,10,1024,100,5,29,1248.133333,3757.925,20461.73333
2,1,2,10,10,0,1000,1000,1024,10000,2,29,259.9583333,1499.758333,14826.175
2,10,2,10,1,0,1000,1000,1024,10000,2,0,19.71666667,104.9583333,307.7416667
2,10,2,1000000,1,1,1,10,512,100,2,0,6.516666667,1.116666667,1.45
2,1,4,1000000,1,1,1,10,1024,100,5,29,20.1,1.108333333,1.433333333
4,10,2,10,1,1,1,10,1024,100,2,29,1.133333333,1.233333333,2.925
4,10,2,1000000,1,1,1,10,512,100,5,29,18.90833333,1.266666667,2.85
2,1,4,10,10,0,1000,10,512,100,5,0,987.4583333,1745.1,9415.975
4,10,4,10,1,1,1,10,1024,100,2,29,1.15,1.266666667,2.841666667
2,1,2,1000000,1,1,1,10,512,100,2,29,11.75,1.125,1.458333333
4,1,4,10,1,0,1,10,1024,100,2,29,1.175,1.283333333,3.308333333
4,1,4,10,1,0,1,10,512,100,2,29,1.175,1.258333333,2.758333333
4,10,4,10,10,0,1,10,512,100,2,29,1.441666667,4.458333333,14.09166667
2,10,2,1000000,1,0,1,1000,512,10000,5,0,16.5,1.125,1.416666667
4,1,2,10,1,1,1,1000,1024,10000,2,0,1.175,1.258333333,3
2,1,2,10,1,0,1000,10,1024,100,2,29,17.78333333,101.175,269.9333333
4,10,2,1000000,10,0,1000,10,1024,100,5,29,0,3897.333333,19157.49167
2,1,4,10,10,0,1000,10,512,100,2,0,419.5916667,1755.041667,10489.73333
4,10,2,10,1,1,1000,1000,1024,10000,2,0,22.65833333,213.9916667,748.975
4,1,4,1000000,10,1,1,10,512,100,2,0,37.95833333,4.308333333,13.775
4,10,4,10,10,0,1000,1000,512,10000,5,29,1487.991667,5482.508333,15893.73333
4,10,2,1000000,1,0,1000,10,512,100,2,0,1867.783333,186.9833333,864.9833333
2,10,2,1000000,10,0,1,1000,512,10000,5,0,0,2.191666667,5.225
2,10,2,10,1,0,1,1000,1024,10000,2,0,1.1,1.133333333,1.433333333
2,10,2,10,1,0,1000,1000,512,10000,2,29,19.6,96.83333333,287.5166667
2,10,2,10,1,0,1,1000,1024,10000,5,0,1.133333333,1.108333333,1.516666667
4,1,4,1000000,1,0,1,10,512,100,2,29,8.75,1.266666667,2.741666667
4,1,2,10,1,0,1000,1000,512,10000,5,0,1101.975,190.3,725.0666667
4,1,2,1000000,1,0,1,10,1024,100,5,0,22.71666667,1.25,3.483333333
4,10,2,10,1,1,1,1000,1024,10000,2,29,1.291666667,1.275,2.741666667
2,1,2,1000000,1,0,1,1000,1024,10000,2,0,11.14166667,1.108333333,1.45
4,1,4,10,10,0,1,1000,512,10000,5,0,3.2,4.316666667,14.55
2,10,2,1000000,10,0,1,10,1024,100,2,0,0,1.841666667,5.55
2,10,2,1000000,1,0,1,1000,1024,10000,2,0,6.833333333,1.1,1.608333333
2,1,4,1000000,10,0,1000,10,1024,100,5,0,0,1913.9,9696.791667
2,10,2,1000000,10,0,1000,1000,512,10000,2,0,0,1615.458333,16007.54167
2,1,2,1000000,10,0,1000,10,1024,100,5,29,0,1538.025,16637.01667
2,1,2,10,10,1,1,10,512,100,2,0,1.116666667,1.808333333,5.441666667
2,1,4,10,1,0,1,10,512,100,5,0,1.116666667,1.1,1.4
2,1,2,10,10,0,1,1000,512,10000,5,29,1.291666667,1.875,5.1
4,1,2,1000000,1,1,1,10,512,100,5,0,22.60833333,1.241666667,2.916666667
4,1,2,10,1,0,1,1000,1024,10000,2,29,1.158333333,1.266666667,2.808333333
4,1,2,1000000,10,0,1,10,1024,100,5,29,150.5083333,3.141666667,13.55833333
4,1,2,1000000,10,0,1000,1000,1024,10000,2,29,48.975,3591.666667,22510.85
2,10,2,10,10,0,1000,1000,512,10000,5,29,711.3166667,1393.766667,18023.66667
4,1,4,10,10,1,1000,10,1024,100,5,29,1380.858333,6058.191667,17597.325
4,10,4,10,10,0,1000,1000,1024,10000,2,29,885,5124.541667,14528.03333
2,10,4,10,1,0,1,1000,512,10000,5,0,1.1,1.158333333,1.508333333
2,1,2,10,1,0,1000,10,512,100,2,29,16.66666667,103.675,298.9583333
4,10,2,10,1,0,1000,1000,512,10000,5,0,70.225,195.3,701.0583333
2,10,2,10,1,0,1000,10,1024,100,2,0,16.66666667,103.1,270.6
2,10,4,10,1,1,1,1000,512,10000,5,0,1.108333333,1.116666667,1.516666667
4,1,2,10,1,0,1,10,512,100,2,0,1.141666667,1.341666667,3.05
4,1,2,10,10,0,1000,1000,1024,10000,2,29,509.7333333,3426.616667,18905.55
2,1,2,1000000,10,1,1,10,512,100,5,0,0,1.808333333,5.341666667
2,1,4,1000000,10,1,1,10,512,100,2,0,0,1.916666667,5.875
2,1,4,10,10,0,1,1000,1024,10000,2,29,1.108333333,1.966666667,5.658333333
2,10,4,1000000,10,0,1000,10,1024,100,5,0,0,1824.666667,11795.89167
4,1,2,1000000,10,0,1000,10,1024,100,2,0,644.7666667,3584.383333,22178.275
2,1,4,1000000,1,0,1,10,512,100,2,0,11.575,1.116666667,1.516666667
2,1,2,1000000,1,1,1,1000,1024,10000,2,29,11.90833333,1.125,1.516666667
4,1,4,10,1,0,1,10,512,100,5,29,1.241666667,1.258333333,3.483333333
4,10,2,10,10,0,1,1000,1024,10000,5,29,2.791666667,3.275,13.16666667
4,10,4,1000000,10,1,1000,10,1024,100,5,29,15.35,5791.091667,16375.725
2,10,4,10,1,0,1000,10,1024,100,2,29,7.758333333,121.175,240.3916667
2,10,4,1000000,10,0,1,10,1024,100,5,29,0,1.866666667,6.083333333
2,1,4,10,10,1,1,1000,512,10000,2,0,1.116666667,1.933333333,5.8
2,1,4,10,1,1,1000,1000,512,10000,5,29,47.33333333,114.1916667,293.4666667
4,10,2,1000000,10,0,1000,1000,1024,10000,2,29,289.0916667,3689.525,19724.81667
2,1,2,1000000,10,0,1000,1000,1024,10000,2,29,0,1513.025,13581.275
2,1,4,1000000,10,1,1000,1000,1024,10000,2,0,0,1709.041667,7895.383333
2,10,2,1000000,1,0,1000,10,512,100,5,29,6783.933333,97.35833333,275.1083333
4,1,2,10,1,1,1,1000,512,10000,5,29,1.25,1.241666667,2.991666667
4,1,2,1000000,1,0,1,1000,512,10000,2,0,5.35,1.233333333,2.85
4,1,2,10,1,0,1,1000,512,10000,5,0,1.241666667,1.266666667,3.025
2,1,2,1000000,10,1,1,1000,512,10000,2,29,0,1.825,5.341666667
4,10,2,10,10,0,1,1000,512,10000,2,0,1.708333333,3.191666667,13.41666667
4,10,4,1000000,1,0,1000,1000,512,10000,5,0,7550.391667,222.4333333,807.375
4,10,2,1000000,1,0,1,1000,512,10000,5,0,18.68333333,1.283333333,2.983333333
4,10,4,10,10,1,1,1000,1024,10000,2,0,1.391666667,4.3,14.4
2,1,2,10,1,0,1000,10,1024,100,5,29,59.44166667,102.9416667,265.0083333
4,1,2,10,10,1,1000,1000,1024,10000,5,0,1329.841667,3826.75,21135.16667
2,1,2,1000000,1,0,1,1000,1024,10000,5,29,20.3,1.141666667,1.483333333
2,10,4,1000000,1,0,1,10,1024,100,2,0,6.566666667,1.116666667,1.5
4,1,2,10,10,0,1,10,512,100,2,0,1.325,3.325,14.2
2,10,2,1000000,10,1,1,10,1024,100,5,0,0,1.791666667,5.666666667
2,1,2,10,10,1,1000,10,512,100,5,29,559.8333333,1523.2,17993.63333
4,1,2,10,1,0,1,1000,512,10000,2,29,1.158333333,1.275,2.483333333
4,1,2,10,10,0,1000,1000,1024,10000,5,29,1261.225,3623.808333,21592.16667
2,1,4,1000000,1,1,1,1000,1024,10000,2,29,11.74166667,3.541666667,1.441666667
2,1,4,1000000,10,1,1,10,512,100,2,29,0,1.908333333,6.575
2,10,2,1000000,1,0,1000,1000,512,10000,5,0,4864.508333,109.8416667,277.6416667
2,10,4,10,10,0,1000,10,512,100,5,29,635.075,1781.225,13702.74167
2,1,4,1000000,1,1,1,10,1024,100,2,29,11.88333333,1.1,1.758333333
2,10,2,10,10,0,1,10,1024,100,5,0,1.4,1.825,5.45
2,10,4,1000000,10,1,1000,1000,512,10000,2,29,0,1684.375,10231.15
4,1,2,10,10,1,1,1000,1024,10000,5,29,3.233333333,3.275,19.375
2,10,4,1000000,1,0,1,10,1024,100,5,29,15.93333333,1.133333333,1.433333333
4,10,4,10,10,1,1000,1000,1024,10000,2,0,651.0083333,5226.391667,15367.64167
2,1,4,1000000,10,1,1000,10,512,100,5,0,0,1711.141667,10133.94167
4,10,4,10,10,0,1,1000,512,10000,5,29,2.875,4.475,14.76666667
4,10,2,1000000,1,0,1,1000,512,10000,2,29,5.641666667,1.258333333,2.591666667
2,10,2,10,10,0,1000,10,512,100,2,0,253.3916667,1449.633333,21308.575
4,1,4,10,10,1,1000,10,512,100,2,0,534.3916667,4552.383333,17183.08333
2,1,2,1000000,1,0,1000,1000,512,10000,2,0,1791.875,107.525,283.6333333
2,10,4,1000000,1,1,1,1000,512,10000,2,0,6.891666667,1.125,1.425
4,10,4,10,10,1,1000,10,1024,100,2,0,798.375,5318.658333,16775
4,1,2,10,10,1,1000,10,1024,100,2,0,489.0666667,4191.233333,24215.225
2,10,4,10,10,1,1000,10,1024,100,2,0,264.7166667,1627.916667,10888.35
2,10,2,1000000,10,1,1000,10,512,100,5,0,0,1423.558333,14040.50833
4,1,4,10,1,1,1,1000,1024,10000,5,0,1.266666667,1.25,3
2,10,2,10,10,1,1000,10,512,100,2,29,253.2,1474.016667,20473.36667
4,10,4,10,10,1,1000,10,1024,100,5,29,1841.8,5885.358333,17650.35
4,10,2,1000000,10,0,1,1000,512,10000,2,29,152.4166667,3.391666667,14.575
4,10,4,1000000,10,1,1,10,1024,100,5,0,0,4.25,14.38333333
2,1,2,10,1,1,1,10,512,100,5,0,1.116666667,1.125,1.491666667
4,1,2,10,10,1,1000,1000,512,10000,2,0,572.0833333,4372.475,21214.60833
2,10,2,10,10,0,1000,10,1024,100,5,29,728.2833333,1468.483333,16077.35
2,1,2,10,1,1,1,1000,1024,10000,5,0,1.108333333,1.1,1.541666667
4,1,2,1000000,1,1,1000,1000,512,10000,2,29,0,191.8083333,667.1083333
4,1,2,1000000,10,1,1,1000,512,10000,5,29,218.0666667,3.55,14.875
2,10,4,1000000,1,0,1000,1000,1024,10000,5,29,373.4166667,133.3916667,309
4,1,4,10,1,0,1000,10,1024,100,2,29,15.4,234.5333333,656.7
4,1,4,1000000,1,0,1000,1000,512,10000,5,0,489.2,255.1166667,746.35
2,10,4,1000000,10,0,1,1000,1024,10000,5,0,0,1.966666667,5.725
2,1,2,10,10,0,1000,10,512,100,5,29,590.6666667,1567.016667,19085.10833
4,1,2,10,10,1,1,10,512,100,2,0,1.383333333,3.175,12.60833333
4,1,4,1000000,10,1,1000,1000,1024,10000,5,29,0,4972.883333,16810.6
2,1,4,1000000,1,1,1,1000,512,10000,5,29,19.875,1.1,1.55
4,10,4,1000000,1,0,1000,10,512,100,5,0,0,220.2833333,658.9833333
4,1,2,10,1,1,1,1000,1024,10000,5,29,1.358333333,1.266666667,2.875
4,1,4,1000000,1,1,1000,10,1024,100,2,0,2709.625,230.7833333,715.3833333
2,1,4,1000000,10,1,1,1000,512,10000,2,0,0,2.291666667,5.716666667
4,10,4,1000000,1,0,1,1000,512,10000,2,0,7.058333333,0.75,2.966666667
4,10,4,1000000,1,0,1,10,512,100,2,0,7.108333333,1.275,3.883333333
4,10,4,1000000,1,1,1,10,512,100,2,0,7.116666667,1.25,3.233333333
4,1,4,10,10,1,1000,1000,1024,10000,2,0,604.6083333,5760.75,16549.28333
4,10,4,10,10,1,1000,1000,1024,10000,5,0,1952.05,5045.508333,15467.00833
2,10,4,10,10,0,1000,10,1024,100,5,0,649.4416667,1774.808333,9668.691667
4,1,4,10,10,0,1000,1000,1024,10000,2,0,569.5916667,4331.225,17410.83333
4,1,2,10,10,1,1000,1000,512,10000,5,29,1392.2,4571.3,19939.025
2,1,4,1000000,10,1,1000,10,1024,100,2,0,0,1834.866667,11468.975
4,1,4,1000000,1,1,1,10,512,100,5,0,19.16666667,1.275,3.191666667
4,10,4,1000000,10,0,1000,10,512,100,5,29,0,5241.766667,16473.66667
2,10,4,10,10,0,1000,1000,1024,10000,2,29,267.65,1693.875,11473.10833
4,10,4,1000000,10,0,1000,10,1024,100,2,0,179.35,4117.275,18868.675
2,10,4,1000000,1,0,1000,10,512,100,2,0,1578.65,118.5083333,236.6
4,10,2,1000000,10,0,1,1000,512,10000,5,29,409.2833333,3.275,17.70833333
2,1,2,10,10,1,1000,1000,1024,10000,2,0,263.525,1516.366667,21070.55833
4,1,2,1000000,10,0,1000,10,512,100,2,29,161.3083333,4257.966667,20596.86667
2,10,4,10,10,1,1,1000,1024,10000,5,0,1.391666667,1.833333333,5.883333333
4,1,4,10,1,0,1,10,1024,100,5,29,1.241666667,1.266666667,2.766666667
2,1,4,1000000,10,0,1000,10,512,100,2,29,0,1849.241667,12446.59167
2,10,4,1000000,1,0,1000,1000,1024,10000,2,29,1472.358333,123.8416667,237.6333333
2,1,4,10,1,0,1000,10,1024,100,2,29,11.36666667,113.6833333,297.775
4,10,2,10,10,1,1000,10,1024,100,2,0,614.8083333,4022.083333,28816.325
4,1,2,10,10,0,1000,10,512,100,2,29,467.1833333,3900.791667,18803.60833
4,10,2,10,1,0,1000,10,1024,100,5,29,83.70833333,181.0333333,659.1916667
4,10,4,10,1,1,1000,1000,1024,10000,5,29,54.76666667,270.7583333,897.6
4,10,2,1000000,1,0,1000,1000,512,10000,5,29,1356.816667,188.0166667,677.9916667
2,10,4,10,10,1,1000,1000,512,10000,2,29,276.9416667,1819.516667,11263.63333
2,1,4,10,1,1,1000,10,1024,100,2,29,11.7,117.4666667,297.3666667
2,1,4,1000000,1,1,1,10,512,100,2,0,11.60833333,1.108333333,1.475
2,1,2,1000000,1,0,1000,1000,512,10000,5,0,830.2,110.8166667,379.775
2,1,4,10,10,1,1000,10,512,100,2,29,242.1666667,1744.316667,9345.683333
4,1,4,10,10,1,1000,10,1024,100,2,0,545.5166667,5921.658333,18642.06667
2,10,4,1000000,10,1,1000,10,1024,100,5,29,0,1706.85,9783.033333
4,1,2,1000000,1,0,1,1000,1024,10000,5,29,22.40833333,1.241666667,3.05
2,1,2,1000000,1,1,1000,1000,1024,10000,5,0,0,104.3333333,290.825
2,1,2,10,1,1,1000,10,512,100,5,29,59.45833333,99.48333333,260.3916667
4,1,4,10,1,1,1000,10,1024,100,2,29,19.75,232.9583333,600.45
4,1,2,1000000,10,0,1000,10,1024,100,5,29,0,3371.383333,19908.50833
4,1,4,10,1,0,1000,10,1024,100,5,29,94.60833333,248.5833333,658.3
2,10,4,10,1,1,1,10,512,100,2,29,1.1,1.1,1.541666667
2,10,2,1000000,10,0,1000,1000,512,10000,5,0,0,1490.3,18271.725
2,1,4,1000000,10,0,1,10,1024,100,5,0,0,1.958333333,5.65
4,1,2,1000000,10,1,1,1000,1024,10000,5,29,114.775,3.175,13.11666667
4,1,2,1000000,10,1,1000,10,1024,100,5,0,0,3925.966667,18494.59167
4,1,2,1000000,10,1,1000,10,1024,100,2,0,229.3,4095.925,26304.71667
